Actual Delivery Date;CustomerKey;DateKey;Discount Amount;Invoice Date;Invoice Number;Item Class;Item Number;Item;Line Number;List Price;Order Number;Promised Delivery Date;Sales Amount;Sales Amount Based on List Price;Sales Cost Amount;Sales Margin Amount;Sales Price;Sales Quantity;Sales Rep;U/M
12/03/2019;10027370;19/03/2018;8173,53;21/03/2018;125768;;64008;Washington Cream Soda;48000;218,18;220002;12/03/2019;8189,97;16363,5;4523,51;3666,46;109,1996;75;107;EA
12/03/2019;10027370;19/03/2018;2001,3;21/03/2018;125768;P01;28396;Ebony New Potatos;33000;14,3;220002;12/03/2019;2288,7;4290;987;1301,7;7,629;300;107;EA
12/03/2019;10027370;19/03/2018;24422,28;21/03/2018;125768;P01;285002;Fabulous Cola;18000;1090,67;220002;12/03/2019;27929,88;52352,16;14902,24;13027,64;581,8725;48;107;EA
12/03/2019;10027370;19/03/2018;4172,64;21/03/2018;125768;P01;30289;Even Better Strawberry Yogurt;37000;1490,76;220002;12/03/2019;4771,92;8944,56;3278,64;1493,28;795,32;6;107;EA
12/03/2019;10027370;19/03/2018;275,64;21/03/2018;125768;P01;28881;Nationeel Corn Chips;7000;50,67;220002;12/03/2019;231,06;506,7;103,64;127,42;23,106;10;107;EA
12/03/2019;10027370;19/03/2018;300,05;21/03/2018;125768;P01;7608;Golden Frozen Broccoli;26000;32,16;220002;12/03/2019;343,15;643,2;114,92;228,23;17,1575;20;107;EA
12/03/2019;10027370;19/03/2018;1471,9;21/03/2018;125768;P01;34581;Super White Sugar;34000;157,76;220002;12/03/2019;1683,3;3155,2;958,23;725,07;84,165;20;107;SE
12/03/2019;10027370;19/03/2018;28899,71;21/03/2018;125768;P01;265022;BBB Best Apple Preserves;15000;967,97;220002;12/03/2019;33050,37;61950,08;17527,73;15522,64;516,4120313;64;107;EA
12/03/2019;10027370;19/03/2018;4287,06;21/03/2018;125768;;64798;American Roasted Chicken;41000;456,57;220002;12/03/2019;3931,2;8218,26;2352,91;1578,29;218,4;18;107;EA
12/03/2019;10027370;19/03/2018;574,45;21/03/2018;125768;P01;37881;Bravo Vegetable Soup;27000;61,57;220002;12/03/2019;656,95;1231,4;363,94;293,01;32,8475;20;107;EA
12/03/2019;10027370;19/03/2018;10518,31;21/03/2018;125768;P01;64009;Washington Diet Soda;40000;585;220002;12/03/2019;10541,69;21060;7315,01;3226,68;292,8247222;36;107;EA
12/03/2019;10027370;19/03/2018;1094,13;21/03/2018;125768;P01;7594;Golden Home Style French Fries;47000;117,27;220002;12/03/2019;1251,27;2345,4;514,48;736,79;62,5635;20;107;EA
12/03/2019;10027370;19/03/2018;8594,11;21/03/2018;125768;P01;30290;Even Better Blueberry Yogurt;38000;1535,21;220002;12/03/2019;9828,41;18422,52;6726,13;3102,28;819,0341667;12;107;EA
21/03/2018;10002489;21/03/2017;253;23/03/2017;324884;P01;32720;High Top Cauliflower;6000;50,99;120489;21/03/2018;256,9;509,9;77,03;179,87;25,69;10;109;EA
21/03/2018;10002489;21/03/2017;954,38;23/03/2017;324884;P01;11690;High Top Dried Mushrooms;2000;192,34;120489;21/03/2018;969,02;1923,4;333,88;635,14;96,902;10;109;SE
21/03/2018;10002489;21/03/2017;540,17;23/03/2017;324884;P01;29071;Nationeel Salted Pretzels;5000;181,44;120489;21/03/2018;548,47;1088,64;179,18;369,29;91,41166667;6;109;SE
21/03/2018;10007591;21/03/2017;21961,28;23/03/2017;324850;;63942;Even Better String Cheese;1000;18,3824;116250;21/03/2018;18480;40441,28;18079,82;400,18;8,4;2200;109;EA
21/03/2018;10007591;21/03/2017;2580,087;23/03/2017;324848;P01;37570;Walrus White Zinfandel Wine;2000;250,063;116050;21/03/2018;2171,11;4751,197;1843,78;327,33;114,2689474;19;109;EA
21/03/2018;10007591;21/03/2017;88266,23;23/03/2017;324849;P01;37570;Walrus White Zinfandel Wine;1000;250,063;116051;21/03/2018;74274,72;162540,95;63076,72;11198;114,2688;650;109;EA
21/03/2018;10007591;21/03/2017;15586,14;23/03/2017;324851;;64300;Even Better Cheese Spread;1001;47,8361;116253;21/03/2018;13115,52;28701,66;8113,74;5001,78;21,8592;600;109;EA
21/03/2018;10008593;21/03/2017;205,96;23/03/2017;324834;;64008;Washington Cream Soda;5000;218,18;120097;21/03/2018;230,4;436,36;120,63;109,77;115,2;2;144;EA
21/03/2018;10008593;21/03/2017;209,11;23/03/2017;324833;P01;62518;Tell Tale Green Pepper;15000;214,32;116875;21/03/2018;219,53;428,64;111,1;108,43;109,765;2;144;EA
21/03/2018;10008593;21/03/2017;2871,98;23/03/2017;324834;P01;33475;Best Choice Chocolate Chip Cookies;1000;981,19;120097;21/03/2018;3015,16;5887,14;2012,04;1003,12;502,5266667;6;144;EA
21/03/2018;10008593;21/03/2017;1140,06;23/03/2017;324834;P01;360012;Fabulous Diet Cola;3000;422,87;120097;21/03/2018;974,29;2114,35;485,53;488,76;194,858;5;144;EA
21/03/2018;10008593;21/03/2017;1932,84;23/03/2017;324833;P01;64009;Washington Diet Soda;55000;585;116875;21/03/2018;2162,16;4095;1460,37;701,79;308,88;7;144;EA
21/03/2018;10009639;21/03/2017;252,97;23/03/2017;324871;P01;13910;Best Choice Golden Raisins;3000;107,84;119900;21/03/2018;286,23;539,2;159,53;126,7;57,246;5;155;EA
21/03/2018;10011052;21/03/2017;5911,73;23/03/2017;324861;P01;67550;Discover Manicotti;1000;1275,1;118993;21/03/2018;6839,27;12751;3452,01;3387,26;683,927;10;157;EA
21/03/2018;10011052;21/03/2017;1998,69;23/03/2017;324863;P01;36001;Big Time Frozen Cheese Pizza;1000;412,03;119352;21/03/2018;2121,61;4120,3;842,34;1279,27;212,161;10;157;EA
21/03/2018;10016113;21/03/2017;93,11;23/03/2017;324837;;61686;Better Large Canned Shrimp;1000;26,4525;119601;21/03/2018;2234,71;2327,82;1494,87;739,84;25,39443182;88;112;EA
21/03/2018;10016334;21/03/2017;241,09;23/03/2017;324872;P01;39185;Nationeel Grape Fruit Roll;12000;263,15;120016;21/03/2018;285,21;526,3;180,9;104,31;142,605;2;154;EA
21/03/2018;10017036;21/03/2017;3398,2046;23/03/2017;324855;P01;61630;Better Beef Soup;2000;188,0462;116699;21/03/2018;2807,32;6205,5246;2188,69;618,63;85,07030303;33;117;EA
21/03/2018;10017036;21/03/2017;11121,3996;23/03/2017;324853;P01;61630;Better Beef Soup;2001;188,0462;116689;21/03/2018;9187,59;20308,9896;7162,98;2024,61;85,07027778;108;117;EA
21/03/2018;10017036;21/03/2017;2059,514;23/03/2017;324854;P01;61630;Better Beef Soup;2000;188,0462;116696;21/03/2018;1701,41;3760,924;1326,48;374,93;85,0705;20;117;EA
21/03/2018;10019194;21/03/2017;1210,55;23/03/2017;324869;P01;67550;Discover Manicotti;16000;1275,1;119855;21/03/2018;1339,65;2550,2;690,4;649,25;669,825;2;108;EA
20/03/2018;10020332;21/03/2017;2334,73;23/03/2017;324829;P01;25300;Fast Dried Apples;1000;199,41;118878;20/03/2018;2451,11;4785,84;1342,48;1108,63;102,1295833;24;152;EA
21/03/2018;10020515;21/03/2017;402,7;23/03/2017;324903;P01;61743;Carlson Low Fat Cottage Cheese;2000;803,86;120596;21/03/2018;401,16;803,86;388,62;12,54;401,16;1;143;EA
21/03/2018;10020515;21/03/2017;296,68;23/03/2017;324893;;63234;Token Diet Soda;1000;625;120562;21/03/2018;328,32;625;275,56;52,76;328,32;1;143;EA
21/03/2018;10021239;21/03/2017;75,9744;23/03/2017;324836;;61685;Better Canned Tuna in Oil;1000;21,5813;118120;21/03/2018;1823,18;1899,1544;1273,21;549,97;20,71795455;88;159;EA
21/03/2018;10021283;21/03/2017;467,67;23/03/2017;324909;P01;38109;Cutting Edge Sliced Ham;1000;1103;120627;21/03/2018;635,33;1103;448,32;187,01;635,33;1;168;EA
21/03/2018;10021418;21/03/2017;245,27;23/03/2017;324876;P01;38076;Cutting Edge Foot-Long Hot Dogs;11000;548,66;120390;21/03/2018;303,39;548,66;115,63;187,76;303,39;1;181;EA
21/03/2018;10021418;21/03/2017;687,87;23/03/2017;324876;P01;11690;High Top Dried Mushrooms;1000;192,34;120390;21/03/2018;850,85;1538,72;267,1;583,75;106,35625;8;181;SE
21/03/2018;10021472;21/03/2017;792,42;23/03/2017;324866;P01;62725;Tell Tale Walnuts;32000;51,88;119716;21/03/2018;608,34;1400,76;381,11;227,23;22,53111111;27;154;EA
21/03/2018;10022252;21/03/2017;186,55;23/03/2017;324889;P01;24336;Fast Low Fat Cookies;2000;219,99;120523;21/03/2018;253,43;439,98;69,64;183,79;126,715;2;175;EA
21/03/2018;10022252;21/03/2017;914,8;23/03/2017;324889;P01;30279;Even Better Sharp Cheddar Cheese;1000;1078,77;120523;21/03/2018;1242,74;2157,54;899,97;342,77;621,37;2;175;EA
21/03/2018;10023212;21/03/2017;223,52;23/03/2017;324868;P01;63002;Shady Lake Thai Rice;6000;250;119832;21/03/2018;276,48;500;116,37;160,11;138,24;2;180;EA
16/03/2018;10023275;21/03/2017;317,3;23/03/2017;324830;P01;62949;Atomic Spicy Mints;32000;325,19;115971;16/03/2018;333,08;650,38;328,19;4,89;166,54;2;134;EA
16/03/2018;10023275;21/03/2017;275,29;23/03/2017;324831;;35290;Urban Small Eggs;23000;56,43;115980;16/03/2018;289,01;564,3;238,9;50,11;28,901;10;134;EA
21/03/2018;10023447;21/03/2017;289,77;23/03/2017;324875;;63672;Gorilla Strawberry Yogurt;17000;625;120381;21/03/2018;335,23;625;243,21;92,02;335,23;1;176;EA
21/03/2018;10023447;21/03/2017;238,83;23/03/2017;324875;P01;29758;BBB Best Apple Butter;5000;515,14;120381;21/03/2018;276,31;515,14;153,9;122,41;276,31;1;176;EA
21/03/2018;10023447;21/03/2017;267,54;23/03/2017;324875;P01;60098;Golden Lime Popsicles;10000;577,06;120381;21/03/2018;309,52;577,06;180,78;128,74;309,52;1;176;EA
21/03/2018;10023447;21/03/2017;579,54;23/03/2017;324875;;63234;Token Diet Soda;14000;625;120381;21/03/2018;670,46;1250;551,13;119,33;335,23;2;176;EA
21/03/2018;10023447;21/03/2017;504,28;23/03/2017;324859;P01;60450;High Top Asparagus;123000;346,53;118969;21/03/2018;535,31;1039,59;374,23;161,08;178,4366667;3;176;EA
21/03/2018;10023447;21/03/2017;8276,43;23/03/2017;324860;P01;67550;Discover Manicotti;1000;1275,1;118973;21/03/2018;9574,97;17851,4;4832,81;4742,16;683,9264286;14;176;EA
21/03/2018;10023447;21/03/2017;235,18;23/03/2017;324875;P01;37173;Fast Sugar Cookies;9000;507,25;120381;21/03/2018;272,07;507,25;162,48;109,59;272,07;1;176;EA
21/03/2018;10023447;21/03/2017;212,04;23/03/2017;324875;P01;33087;High Top Mixed Nuts;8000;457,36;120381;21/03/2018;245,32;457,36;144,66;100,66;245,32;1;176;EA
21/03/2018;10023447;21/03/2017;457,92;23/03/2017;324875;P01;60448;High Top Summer Squash;13000;493,85;120381;21/03/2018;529,78;987,7;414,45;115,33;264,89;2;176;EA
21/03/2018;10023793;21/03/2017;224,66;23/03/2017;324841;P01;29091;Nationeel Beef Jerky;9000;157,76;118945;21/03/2018;248,62;473,28;177,97;70,65;82,87333333;3;115;EA
21/03/2018;10025241;21/03/2017;248,85;23/03/2017;324891;P01;34862;Best Oatmeal;1000;478,56;120540;21/03/2018;229,71;478,56;95,87;133,84;229,71;1;118;EA
21/03/2018;10026532;21/03/2017;1815,83;23/03/2017;324865;P01;67550;Discover Manicotti;2000;1275,1;119471;21/03/2018;2009,47;3825,3;1035,6;973,87;669,8233333;3;167;EA
21/03/2018;10026532;21/03/2017;1136,01;23/03/2017;324864;P01;39186;Nationeel Dried Dates;44000;561,04;119467;21/03/2018;1108,15;2244,16;717,96;390,19;277,0375;4;167;EA
21/03/2018;10026532;21/03/2017;834,29;23/03/2017;324864;P01;36001;Big Time Frozen Cheese Pizza;32000;412,03;119467;21/03/2018;813,83;1648,12;336,94;476,89;203,4575;4;167;EA
21/03/2018;10026606;21/03/2017;15,72;23/03/2017;324840;;37559;Walrus Chardonnay;1000;0,3929;119560;21/03/2018;377,18;392,9;340,1;37,08;0,37718;1000;114;EA
21/03/2018;10026606;21/03/2017;918,1412;23/03/2017;324839;;31400;Red Spade Pimento Loaf;1000;35,4219;119540;21/03/2018;22035,25;22953,3912;16718,08;5317,17;34,00501543;648;114;EA
23/03/2018;10000453;22/03/2017;238,21;24/03/2017;324977;P01;29255;Thresher Spicy Mints;28000;507,75;120535;23/03/2018;269,54;507,75;162,89;106,65;269,54;1;125;EA
23/03/2018;10000453;22/03/2017;453,42;24/03/2017;324977;P01;28401;Ebony Prepared Salad;24000;966,44;120535;23/03/2018;513,02;966,44;278,38;234,64;513,02;1;125;EA
23/03/2018;10000453;22/03/2017;2637,32;24/03/2017;324977;P01;20990;Moms Sliced Ham;17000;101;120535;23/03/2018;2412,68;5050;1467,83;944,85;48,2536;50;125;SE
23/03/2018;10000453;22/03/2017;234,58;24/03/2017;324977;P01;63002;Shady Lake Thai Rice;56000;250;120535;23/03/2018;265,42;500;116,37;149,05;132,71;2;125;EA
23/03/2018;10000453;22/03/2017;360,19;24/03/2017;324977;P01;45880;Red Spade Low Fat Bologna;48000;767,75;120535;23/03/2018;407,56;767,75;288,16;119,4;407,56;1;125;EA
23/03/2018;10000453;22/03/2017;440,81;24/03/2017;324977;P01;26502;Bravo Large Canned Shrimp;23000;939,57;120535;23/03/2018;498,76;939,57;273,05;225,71;498,76;1;125;EA
23/03/2018;10000453;22/03/2017;360,95;24/03/2017;324977;P01;11690;High Top Dried Mushrooms;8000;192,34;120535;23/03/2018;408,41;769,36;133,55;274,86;102,1025;4;125;SE
23/03/2018;10000453;22/03/2017;763,72;24/03/2017;324977;P01;47801;Red Spade Foot-Long Hot Dogs;50000;1627,84;120535;23/03/2018;864,12;1627,84;475,75;388,37;864,12;1;125;EA
23/03/2018;10000453;22/03/2017;544,55;24/03/2017;324977;P01;47550;Red Spade Turkey Hot Dogs;49000;1160,7;120535;23/03/2018;616,15;1160,7;319,05;297,1;616,15;1;125;EA
23/03/2018;10000453;22/03/2017;270,92;24/03/2017;324977;P01;38051;Gorilla 1% Milk;38000;577,46;120535;23/03/2018;306,54;577,46;209,47;97,07;306,54;1;125;EA
23/03/2018;10000453;22/03/2017;230,7;24/03/2017;324977;P01;30093;Just Right Canned Tuna in Water;32000;491,72;120535;23/03/2018;261,02;491,72;159,14;101,88;261,02;1;125;EA
23/03/2018;10000453;22/03/2017;244,94;24/03/2017;324977;P01;38875;Ebony Honey Dew;42000;247,07;120535;23/03/2018;249,2;494,14;170,64;78,56;124,6;2;125;EA
23/03/2018;10000453;22/03/2017;2014,42;24/03/2017;324977;P01;17801;Better Fancy Canned Sardines;16000;1431,23;120535;23/03/2018;2279,27;4293,69;1349,08;930,19;759,7566667;3;125;EA
23/03/2018;10000453;22/03/2017;1196,45;24/03/2017;324955;P01;67550;Discover Manicotti;1000;1275,1;120181;23/03/2018;1353,75;2550,2;690,4;663,35;676,875;2;125;EA
22/03/2018;10002969;22/03/2017;639,82;24/03/2017;324990;P01;17801;Better Fancy Canned Sardines;10000;1431,23;120612;22/03/2018;791,41;1431,23;449,69;341,72;791,41;1;175;EA
22/03/2018;10002969;22/03/2017;2665,72;24/03/2017;324990;P01;30289;Even Better Strawberry Yogurt;1000;1490,76;120612;22/03/2018;3297,32;5963,04;2185,76;1111,56;824,33;4;175;EA
22/03/2018;10002969;22/03/2017;186,46;24/03/2017;324990;P01;63070;Landslide Sesame Oil;11000;83,42;120612;22/03/2018;230,64;417,1;95,05;135,59;46,128;5;175;EA
22/03/2018;10003554;22/03/2017;570,02;24/03/2017;324981;P01;67550;Discover Manicotti;1000;1275,1;120581;22/03/2018;705,08;1275,1;345,2;359,88;705,08;1;136;EA
22/03/2018;10003554;22/03/2017;1332,85;24/03/2017;324979;P01;30289;Even Better Strawberry Yogurt;1000;1490,76;120567;22/03/2018;1648,67;2981,52;1092,88;555,79;824,335;2;136;EA
22/03/2018;10004245;22/03/2017;288,84;24/03/2017;324923;P01;604700;Club Sharp Cheddar Cheese;1000;575;120514;22/03/2018;286,16;575;208,73;77,43;286,16;1;180;EA
22/03/2018;10007591;22/03/2017;2545,7378;24/03/2017;324932;;64300;Even Better Cheese Spread;1003;47,8361;116252;22/03/2018;2142,2;4687,9378;1325,24;816,96;21,85918367;98;109;EA
22/03/2018;10008638;22/03/2017;11,42;24/03/2017;324915;P01;30042;Just Right Regular Ramen Soup;1000;285,4;120674;22/03/2018;273,98;285,4;107,18;166,8;273,98;1;179;EA
22/03/2018;10009606;22/03/2017;222,04;24/03/2017;324976;;28626;Ebony Golden Delcious Apples;2000;21,35;120531;22/03/2018;204,96;427;166;38,96;10,248;20;103;EA
22/03/2018;10010906;22/03/2017;18158,24;24/03/2017;324958;P01;67550;Discover Manicotti;1000;1275,1;120195;22/03/2018;20094,76;38253;10356,02;9738,74;669,8253333;30;115;EA
22/03/2018;10011870;22/03/2017;496,86;24/03/2017;324992;P01;27550;Imagine Popsicles;11000;1084,61;120616;22/03/2018;587,75;1084,61;302,65;285,1;587,75;1;120;EA
22/03/2018;10011870;22/03/2017;188,06;24/03/2017;324992;P01;26370;Bravo Canned Tomatos;1000;205,26;120616;22/03/2018;222,46;410,52;115,07;107,39;111,23;2;120;EA
22/03/2018;10011870;22/03/2017;2126,86;24/03/2017;324992;P01;47550;Red Spade Turkey Hot Dogs;8000;1160,7;120616;22/03/2018;2515,94;4642,8;1276,2;1239,74;628,985;4;120;EA
22/03/2018;10011870;22/03/2017;509,99;24/03/2017;324992;P01;29260;Monarch Ravioli;3000;556,63;120616;22/03/2018;603,27;1113,26;332,59;270,68;301,635;2;120;EA
22/03/2018;10011997;22/03/2017;7094,07;24/03/2017;324944;P01;67550;Discover Manicotti;1000;1275,1;119118;22/03/2018;8207,13;15301,2;4142,41;4064,72;683,9275;12;160;EA
22/03/2018;10011997;22/03/2017;319,31;24/03/2017;324991;P01;601700;Club Cheese Spread;1000;218,18;120613;22/03/2018;335,23;654,54;179,7;155,53;111,7433333;3;160;EA
22/03/2018;10012226;22/03/2017;217,4;24/03/2017;324969;;63130;Landslide Low Fat Apple Butter;40000;229;120480;22/03/2018;240,6;458;322,42;-81,82;120,3;2;180;EA
22/03/2018;10012226;22/03/2017;492,98;24/03/2017;324969;P01;39850;Washington Mango Drink;29000;467,53;120480;22/03/2018;442,08;935,06;411,45;30,63;221,04;2;180;SE
22/03/2018;10012226;22/03/2017;211,38;24/03/2017;324969;P01;29753;BBB Best Strawberry Jelly;14000;222,65;120480;22/03/2018;233,92;445,3;183,4;50,52;116,96;2;180;EA
22/03/2018;10012226;22/03/2017;328,99;24/03/2017;324950;P01;60450;High Top Asparagus;77000;346,53;119746;22/03/2018;364,07;693,06;249,49;114,58;182,035;2;180;EA
22/03/2018;10012226;22/03/2017;193,92;24/03/2017;324969;P01;60776;High Top Sweet Onion;35000;408,52;120480;22/03/2018;214,6;408,52;136,57;78,03;214,6;1;180;SE
22/03/2018;10012226;22/03/2017;538,66;24/03/2017;324969;P01;48500;Red Spade Low Fat Cole Slaw;30000;1134,77;120480;22/03/2018;596,11;1134,77;326,87;269,24;596,11;1;180;EA
22/03/2018;10012226;22/03/2017;220,7;24/03/2017;324969;P01;30107;Just Right Fancy Canned Oysters;17000;232,46;120480;22/03/2018;244,22;464,92;121,24;122,98;122,11;2;180;EA
22/03/2018;10012226;22/03/2017;296,68;24/03/2017;324969;;63234;Token Diet Soda;41000;625;120480;22/03/2018;328,32;625;275,56;52,76;328,32;1;180;EA
22/03/2018;10012226;22/03/2017;3631,65;24/03/2017;324938;P01;67550;Discover Manicotti;77000;1275,1;118472;22/03/2018;4018,95;7650,6;2071,2;1947,75;669,825;6;180;EA
22/03/2018;10012226;22/03/2017;3631,65;24/03/2017;324941;P01;67550;Discover Manicotti;38000;1275,1;118914;22/03/2018;4018,95;7650,6;2071,2;1947,75;669,825;6;180;EA
22/03/2018;10012226;22/03/2017;21,2;24/03/2017;324938;;38786;Ebony Prepared Salad;43000;240,91;118472;22/03/2018;219,71;240,91;46,71;173;219,71;1;180;SE
22/03/2018;10013080;22/03/2017;634,6133;24/03/2017;324972;;64820;Washington Apple Drink;4000;1419,5833;120500;22/03/2018;784,97;1419,5833;359,2;425,77;784,97;1;180;EA
22/03/2018;10013252;22/03/2017;24,88;24/03/2017;324912;;33244;High Top Walnuts;1000;622,02;119289;22/03/2018;597,14;622,02;293,76;303,38;597,14;1;147;EA
22/03/2018;10013252;22/03/2017;24,88;24/03/2017;324913;;33244;High Top Walnuts;1000;622,02;119799;22/03/2018;597,14;622,02;293,76;303,38;597,14;1;147;EA
23/03/2018;10015267;22/03/2017;507,22;24/03/2017;324930;P01;36015;Big Time Apple Cinnamon Waffles;23000;37,05;120011;23/03/2018;419,03;926,25;145,38;273,65;16,7612;25;160;EA
23/03/2018;10015267;22/03/2017;243,47;24/03/2017;324929;P01;60078;Golden Pancake Mix;49000;29,64;120003;23/03/2018;201,13;444,6;63,9;137,23;13,40866667;15;160;EA
23/03/2018;10015267;22/03/2017;852,3;24/03/2017;324929;P01;61484;Super Creamy Peanut Butter;64000;51,88;120003;23/03/2018;704,1;1556,4;457,29;246,81;23,47;30;160;EA
23/03/2018;10015267;22/03/2017;304,34;24/03/2017;324929;P01;15236;Great Muffins;1000;37,05;120003;23/03/2018;251,41;555,75;67,05;184,36;16,76066667;15;160;EA
23/03/2018;10015267;22/03/2017;568,2;24/03/2017;324929;P01;60794;High Top Walnuts;54000;51,88;120003;23/03/2018;469,4;1037,6;209,85;259,55;23,47;20;160;EA
23/03/2018;10015267;22/03/2017;568,2;24/03/2017;324929;P01;62725;Tell Tale Walnuts;73000;51,88;120003;23/03/2018;469,4;1037,6;282,31;187,09;23,47;20;160;EA
23/03/2018;10015267;22/03/2017;426,15;24/03/2017;324930;P01;60794;High Top Walnuts;46000;51,88;120011;23/03/2018;352,05;778,2;157,39;194,66;23,47;15;160;EA
23/03/2018;10015267;22/03/2017;1203,64;24/03/2017;324929;P01;62871;Fast Dried Apples;38000;21,98;120003;23/03/2018;994,36;2198;497,18;497,18;9,9436;100;160;EA
23/03/2018;10015267;22/03/2017;2028,9;24/03/2017;324929;P01;36015;Big Time Apple Cinnamon Waffles;33000;37,05;120003;23/03/2018;1676,1;3705;581,53;1094,57;16,761;100;160;EA
22/03/2018;10015793;22/03/2017;639,5724;24/03/2017;324975;P01;17801;Better Fancy Canned Sardines;1000;1379,4924;120527;22/03/2018;739,92;1379,4924;449,69;290,23;739,92;1;182;EA
23/03/2018;10016113;22/03/2017;251,48;24/03/2017;324961;P01;29312;Discover Spaghetti;34000;44,18;120343;23/03/2018;278,68;530,16;158,73;119,95;23,22333333;12;162;EA
23/03/2018;10016113;22/03/2017;273,92;24/03/2017;324961;P01;38051;Gorilla 1% Milk;22000;577,46;120343;23/03/2018;303,54;577,46;209,47;94,07;303,54;1;162;EA
23/03/2018;10016113;22/03/2017;240,85;24/03/2017;324961;P01;29255;Thresher Spicy Mints;9000;507,75;120343;23/03/2018;266,9;507,75;162,89;104,01;266,9;1;162;EA
23/03/2018;10016113;22/03/2017;181,06;24/03/2017;324961;P01;37170;Fast BBQ Potato Chips;20000;190,85;120343;23/03/2018;200,64;381,7;85,26;115,38;100,32;2;162;EA
23/03/2018;10016113;22/03/2017;217,79;24/03/2017;324961;P01;32721;High Top Tomatos;45000;76,52;120343;23/03/2018;241,33;459,12;91,94;149,39;40,22166667;6;162;EA
23/03/2018;10016113;22/03/2017;299,34;24/03/2017;324961;P01;28771;Ebony Oranges;43000;157,76;120343;23/03/2018;331,7;631,04;213,35;118,35;82,925;4;162;SE
23/03/2018;10016113;22/03/2017;1456,75;24/03/2017;324961;P01;45880;Red Spade Low Fat Bologna;11000;767,75;120343;23/03/2018;1614,25;3071;1152,64;461,61;403,5625;4;162;EA
23/03/2018;10016113;22/03/2017;483,75;24/03/2017;324961;P01;32720;High Top Cauliflower;44000;50,99;120343;23/03/2018;536,05;1019,8;154,06;381,99;26,8025;20;162;EA
23/03/2018;10016113;22/03/2017;208,57;24/03/2017;324961;P01;26361;Bravo Canned Yams;16000;439,7;120343;23/03/2018;231,13;439,7;134,67;96,46;231,13;1;162;EA
23/03/2018;10016113;22/03/2017;729,9;24/03/2017;324961;P01;11690;High Top Dried Mushrooms;38000;192,34;120343;23/03/2018;808,82;1538,72;267,1;541,72;101,1025;8;162;SE
23/03/2018;10016113;22/03/2017;4404,68;24/03/2017;324961;P01;47550;Red Spade Turkey Hot Dogs;12000;1160,7;120343;23/03/2018;4880,92;9285,6;2552,4;2328,52;610,115;8;162;EA
23/03/2018;10016113;22/03/2017;1032,81;24/03/2017;324961;P01;29071;Nationeel Salted Pretzels;39000;181,44;120343;23/03/2018;1144,47;2177,28;358,37;786,1;95,3725;12;162;SE
23/03/2018;10016113;22/03/2017;1076,57;24/03/2017;324961;P01;48500;Red Spade Low Fat Cole Slaw;14000;1134,77;120343;23/03/2018;1192,97;2269,54;653,74;539,23;596,485;2;162;EA
23/03/2018;10016113;22/03/2017;1357,82;24/03/2017;324961;P01;17801;Better Fancy Canned Sardines;6000;1431,23;120343;23/03/2018;1504,64;2862,46;899,38;605,26;752,32;2;162;EA
23/03/2018;10016113;22/03/2017;545,7199;24/03/2017;324961;P01;31875;Golden Frozen Chicken Thighs;10000;1150,4399;120343;23/03/2018;604,72;1150,4399;320,04;284,68;604,72;1;162;EA
23/03/2018;10016113;22/03/2017;1833,75;24/03/2017;324961;P01;28401;Ebony Prepared Salad;8000;966,44;120343;23/03/2018;2032,01;3865,76;1113,53;918,48;508,0025;4;162;EA
23/03/2018;10016113;22/03/2017;846,48;24/03/2017;324961;P01;38826;Ebony Macintosh Apples;40000;223,06;120343;23/03/2018;938;1784,48;296,93;641,07;117,25;8;162;SE
23/03/2018;10016113;22/03/2017;237,18;24/03/2017;324961;P01;63002;Shady Lake Thai Rice;4000;250;120343;23/03/2018;262,82;500;116,37;146,45;131,41;2;162;EA
23/03/2018;10016113;22/03/2017;3088,7;24/03/2017;324961;P01;47801;Red Spade Foot-Long Hot Dogs;13000;1627,84;120343;23/03/2018;3422,66;6511,36;1902,99;1519,67;855,665;4;162;EA
23/03/2018;10016113;22/03/2017;2057,97;24/03/2017;324961;P01;27550;Imagine Popsicles;7000;1084,61;120343;23/03/2018;2280,47;4338,44;1210,61;1069,86;570,1175;4;162;EA
23/03/2018;10016113;22/03/2017;590,44;24/03/2017;324961;P01;25883;Colony English Muffins;26000;414,91;120343;23/03/2018;654,29;1244,73;227,94;426,35;218,0966667;3;162;EA
23/03/2018;10016113;22/03/2017;2660,94;24/03/2017;324961;P01;20990;Moms Sliced Ham;42000;101;120343;23/03/2018;2389,06;5050;1467,83;921,23;47,7812;50;162;SE
23/03/2018;10016113;22/03/2017;308,51;24/03/2017;324961;P01;62948;Atomic Bubble Gum;2000;325,19;120343;23/03/2018;341,87;650,38;308,28;33,59;170,935;2;162;EA
23/03/2018;10016113;22/03/2017;308,51;24/03/2017;324961;P01;62949;Atomic Spicy Mints;3000;325,19;120343;23/03/2018;341,87;650,38;328,19;13,68;170,935;2;162;EA
23/03/2018;10016113;22/03/2017;567,54;24/03/2017;324961;P01;25300;Fast Dried Apples;33000;199,41;120343;23/03/2018;628,92;1196,46;335,62;293,3;104,82;6;162;EA
22/03/2018;10016113;22/03/2017;1162,9598;24/03/2017;324963;P01;37441;Atomic Mint Chocolate Bar;1000;1254,1899;120397;22/03/2018;1345,42;2508,3798;688,55;656,87;672,71;2;162;EA
